City,Count
"Albertson, NJ",1
"pinckney, MI",1
"Cedar Grove, TN",1
"Culver city, AZ",1
"Newman, ID",1
"Dearbonr, ME",1
"Control, AZ",1
"ST Charles, MO",1
"Richton pk., ID",1
"Mt pleasant, PA",1
"Saint Martinville, LA",1
"Mulberry, TN",1
"milford, NE",1
"Horsechoe Bend, ID",1
"Lethbridge, CA",1
"Apollo beach, FL",1
"New york, RI",1
"Oak harbor, OH",1
"W Simsbury, CT",1
"Holyoke, MD",1
"Bena, VA",1
"Sherman, CO",1
"Perryville, MN",1
"Hillsdale, ME",1
"Oak Forwst, IL",1
"Elk Creek, MO",1
"Emmett, IA",1
"Glen St Mary, FL",1
"Ghent, KY",1
"hawley, MN",1
"McSherrystown, PA",1
"Danielsvilla, PA",1
"tres pinos, CA",1
"Mahwah, NC",1
"BL, CA",1
"bullhead city, AZ",1
"RUSSELLVILLE, AR",1
"RUSSELLVILLE, AZ",1
"KETTERING, OH",1
"Naples Fl., FL",1
"Du Quoin, Il., IL",1
"Pacific Junction, IA",1
"Everytown, DC",1
"aguadilla, PR",1
"Mariemont, OH",1
"Mt.Laurel, NJ",1
"providene, RI",1
"Vine GRove, KY",1
"Rapid city, SD",1
"WESTON, CO",1
"Stockholm, PW",1
"Hereford, AK",1
"greenbrier, AR",1
"Windsor mill, MD",1
"Mesquite, TN",1
"Pearblossom, CA",1
"Luanda, FM",1
"New Britain, PA",1
"texas city, TX",1
"New Berlin, NJ",1
"Irvone, CA",1
"Sterling,, MI",1
"Norhtampton, MA",1
"Natural Bridge, NY",1
"massapequa park, NY",1
"Botkins, OH",1
"RIGHT, TN",1
"Mound City, KS",1
"abeautifulcityin, CO",1
"Dillingham, AK",1
"St. Cloud, MI",1
"Anonymous, VT",1
"Bixby, MO",1
"Greenville, AL",1
"Sseattle, WA",1
"Bonnots Mill, MO",1
"Wethersfield, CO",1
"Norfolk, MD",1
"Greenville, AZ",1
"Norfolk, MS",1
"chill, AK",1
"Serafina, NM",1
"sun lakes, AZ",1
"belews creek, NC",1
"Lawerencville, NJ",1
"no, IL",1
"Nerdcity, ID",1
"Dryden, NJ",1
"Suisun, CA",1
"ROANOKE RAPIDS, NC",1
"Concord, NE",1
"Irbid, DC",1
"Concord, NV",1
"Manhasset, NJ",1
"south Brunswick, NJ",1
"pewaukee, VT",1
"Antwerp, NY",1
"Belle Center, OH",1
"Harker hts, SD",1
"eureka, AZ",1
"San ysidro, CA",1
"Jink state, IL",1
"Ladera ranch, CA",1
"SPRING VALLEY, CA",1
"CARROLLTON, SD",1
"Arlington height, IL",1
"Sound  Beach, NY",1
"Bloomfield, KY",1
"Lilly, PA",1
"Flushing, Queens, NY",1
"Missouri CIty, TX",1
"Hinckey, ME",1
"Cressona, PA",1
"Delphi, IL",1
"OGDEN, UT",1
"sleepy hollow, IL",1
"Manalapan Township, NJ",1
"Fifield, WI",1
"tinton Falls, NJ",1
"Clarence, NJ",1
"Clarence, NH",1
"camas, VI",1
"La Joya, NM",1
"south barrington, IL",1
"Hankinson, ND",1
"Staten is, NY",1
"thompsonville, IL",1
"Hill, NH",1
"ORONOCO, MN",1
"Raytown, NE",1
"SOUTH KINGSTOWN, RI",1
"Fernwood, MS",1
"Hopewell jct, NY",1
"Bolivar, NJ",1
"GREER, RI",1
"PELL CITY, AL",1
"Taneyville, MO",1
"17295 Pepperstock Lane, VA",1
"S OZONE PK, NY",1
"MORELAND, GA",1
"Plummer, ID",1
"102 Aviation Ln, Ste. C, CA",1
"NORTH FORT MYERS, FL",1
"Joy Town, CA",1
"El mirage, AZ",1
"Harwich Port, MA",1
"sublimity, OR",1
"Las Angelos, CA",1
"OPEN LEGS, KY",1
"maple valley, VI",1
"pine valley, CA",1
"adf, PW",1
"Fort jones, CA",1
"Unicorn Crossing, MD",1
"fskdale, MA",1
"West Kelowna, OR",1
"Bratislava, SC",1
"Kerrick, MN",1
"Ocean Springs, MI",1
"Willseyville, NJ",1
"Townsend, SC",1
"Circleville, NY",1
"Nope, TN",1
"Westpoint, IN",1
"Niagara Falls, NY, NY",1
"pittsboro, IN",1
"Wooton, KY",1
"pittsboro, IL",1
"Levallois, CO",1
"Monroe, LA, LA",1
"Lambertville, NJ, NJ",1
"wildwood, MO",1
"DEPTFORD, NJ",1
"Lake Wilson, MN",1
"Swainton, NJ",1
"erin, NY",1
"winterfell, AK",1
"Mc Clure, OK",1
"walnut ridge, AR",1
"brooklynStreetBrooklyn, NJ",1
"Swain, NY",1
"Highland village, TX",1
"Louisville, NV",1
"mechanicville, NJ",1
"Saratoga, NC",1
"corona del mar, AZ",1
"Pratts, VA",1
"Louisville, NY",1
"Platte Woods, MO",1
"Shawnee on Delaware, OK",1
"taylor ridge, IL",1
"Brocton, IL",1
"ST. PETERSBURG, FL",1
"Dunsmuir, AZ",1
"Provieence, RI",1
"Balto., MD",1
"summerville, PR",1
"buena vista, CO",1
"bronxville, NH",1
"cross hill, SC",1
"Knasas City, MO",1
"goelta, CA",1
"walnutport, PA",1
"Buckeye, AR",1
"Alpharettea, GA",1
"broomfield, CA",1
"Fremot, CA",1
"STn mtn, GA",1
"clintondale, NY",1
"New Lodon, CT",1
"Wynsntskill, NY",1
"Soddy daisy, TN",1
"Accrington. United Kingdom, TX",1
"VÌ_llingby, WY",1
"tonawanad, NY",1
"Castroville, TX",1
"Kansas, GA",1
"My, IA",1
"Kanawha Falls, VT",1
"bondi junction, PW",1
"Berne, NJ",1
"/pol/, FL",1
"FREEPORT, ME",1
"fairifield, OH",1
"cleveland, GA",1
"Select an Airport, CA",1
"murphysboro, IL",1
"Seattle, MA",1
"Locust, NJ",1
"river grove, IL",1
"chattaroy, WA",1
"gonic, NH",1
"COOPER CITY, FL",1
"Mira Loma, AZ",1
"sAUSALITO, AZ",1
"Diana, TX",1
"ROUGEMONT, NC",1
"Wauna, WA",1
"Clearwater Beach, MD",1
"Princeton, ME",1
"La Grange, ID",1
"Lafayette,, LA",1
"New York, ID",1
"7160 N. Kipling Pl., OH",1
"mira loma, CA",1
"Clarskton, MI",1
"Ashville, AK",1
"Richview, IL",1
"elyria, NY",1
"Mount Croghan, SC",1
"Beach City, FL",1
"haupauge, NY",1
"Cedar Bluffs, NE",1
"Pyro, ME",1
"Norman,, OK",1
"SUGAR GROVE, PA",1
"White Post, VA",1
"Los angeles, TX",1
"Hemet, ca, CA",1
"maple Plain, MN",1
"RIVES JUNCTION, ME",1
"Bellevue, CA",1
"rocky hill, CO",1
"Washburn, VI",1
"Meeker, NY",1
"Cambridge MA, MA",1
"WOODBRIDGE, TX",1
"Dennison, MN",1
"South Bend, WA",1
"Walled lake, MI",1
"Black Rock City, NV",1
"faketown, NY",1
"Deepwater, NJ",1
"Zephyhills, FL",1
"Goffstown, MT",1
"Gunpowder, MD",1
"Newport, DE",1
"Coral Gables, DE",1
"Risingsun, OH",1
"benzonia, MI",1
"Perth, FM",1
"Dorothy, WV",1
"Centerburg, OH",1
"Joplin, MT",1
"Berkely, MI",1
"MILLTOWN, NJ",1
"Fort Branch, IN",1
"fort ladadle, FL",1
"Louisville, NC",1
"East Bernstadt, KS",1
"1212 Fifth Avenue, Apt. 8b, NY",1
#NAME?,1
"rocky hill, CT",1
"GIBSON ISLAND, MD",1
"FORT MONTGOMERY, NY",1
"King of prussia, PA",1
"HOT SPRINGS NATIONAL PARK, AR",1
"Grenada, CA",1
"watertown, MD",1
"Yonekrs, NY",1
"Rocksprings, TX",1
"Wyommising, PA",1
"any, MA",1
"Toppenish, WA",1
"High Rolls Mountain Park, NM",1
"Africa, AR",1
"Los angeles ca, CA",1
"Narnia, AL",1
"Houlka, MN",1
"NeptuneTownship, NJ",1
"Marks, MI",1
"Benton, IN",1
"Rockford, OH",1
"Sullvan, IN",1
"byron bay, AR",1
"happy, TX",1
"DRIPSPGS, SD",1
"washington dc sucks, DC",1
"van Vuys, CA",1
"Eldorado, SD",1
"Midland, VA",1
"delanco, NJ",1
"Brownfield, ME",1
"salt Lake City, UT",1
"Lompopc, CA",1
"Big Bend, VI",1
"Shabbona, IL",1
"Freedom, OR",1
"E. Syracuse, NH",1
"Indeprndence, KS",1
"duesseldorf, NY",1
"Hannacroix, NJ",1
"noblesvile, IN",1
"Ashburrn, VA",1
"colorad springs, CO",1
"East Palatka, FL",1
"city, LA",1
"citrus springs, FL",1
"wakefield, NH",1
"Gause, TX",1
"West Laf, IN",1
"Morrisville, NH",1
"Lake Elsinore, AZ",1
"roy, WA",1
"Gray, FL",1
"Fair Oaks, IL",1
"Oscoda, ME",1
"Rociada, NM",1
"Laverne, AZ",1
"Picher, OK",1
"anywhere, DC",1
"Polk City, IA",1
"Holley, NJ",1
"NOWATA, OK",1
"CUSTER, RI",1
"forsyth, GA",1
"charlotte, VT",1
"Boton, MA",1
"Gilmanton Iw, NH",1
"Na, VA",1
"RIDGEFIELD, CT",1
"Mt Ulla, NC",1
"11, HI",1
"NEW HARTFORD, NY",1
"NEW HARTFORD, NJ",1
"winterport, ME",1
"Hunt, NH",1
"Maume, OH",1
"bellville, MI",1
"SOUTH OGDEN, TN",1
"Caroga Lake, NH",1
"New Cumberland, OR",1
"smyrna, SC",1
"92617, CA",1
"Deerfield, OH",1
"WELLS, LA",1
"south plainfield, NJ",1
"Ethridge, TN",1
"Waterville Valley, NH",1
"Rock city, IL",1
"Avalon, WI",1
"White Owl, SD",1
"Cedar Fort, UT",1
"Sydney, FL",1
"BRIGHTON, MI",1
"Killarney, NY",1
"The Hague, HI",1
"Creighton, NE",1
"kill devil hils, NC",1
"petal, MS",1
"louisville,, KY",1
"Hales corners, WI",1
"woodbourne, NY",1
"Pittsburgh, VI",1
"Buckingham, TX",1
"Daisy, OK",1
"Dawson Creek, DC",1
"Findlay, IL",1
"PA, PA",1
"Enon, NY",1
"Clay Center, MS",1
"nonya, IL",1
"North Bridgton, ME",1
"Colchester, VA",1
"Place, AS",1
"Wadmalaw Island, SC",1
"Magrathea, AK",1
"CHESTERFIELD, VA",1
"KIRTLAND, OH",1
"Prairie View, TX",1
"Geenville, IL",1
"hazlet, NJ",1
"san marino, CA",1
"Emmetsburg, IL",1
"Pwnd, VA",1
"Why, OK",1
"Emmetsburg, IA",1
"la Grange, IA",1
"fremont, OH",1
"sparta, VI",1
"Not form the US but at least i, CA",1
"Helena, Mt, MT",1
"Pepperell, MD",1
"osceola, IA",1
"Circle Pines, MI",1
"Montecito, AZ",1
"A Nice Community, VT",1
"Alum Bank, PA",1
"LIVERPOOL, NY",1
"Apple Valley, PR",1
"512 Cedar St., CA",1
"39056, MS",1
"Bell gardens, CA",1
"Bald Knob, AZ",1
"Bald Knob, AR",1
"STUYVESANT FALLS, NY",1
"AURORA, IN",1
"Damacus, MD",1
"Earth, AS",1
"E. Flat Rock, NC",1
"KAILUA, HI",1
"Oswestry, CA",1
"Happy town, DC",1
"Hurleyville, NJ",1
"Hurleyville, NH",1
"adamsville, AL",1
"Buttmuch, HI",1
"asdfd, AL",1
"RANDOLPH, MA",1
"tukwila, WA",1
"StopScrewingUsVille, WI",1
"Carp Lake, MI",1
"Wells Tannery, OK",1
"Cincinnat, NY",1
"Harwick, PA",1
"Meadow Lakes, AK",1
"Big Apple, NY",1
"the internet, PW",1
"Luling, TN",1
"Hope, ME",1
"Coraopolis, OR",1
"red wing, MN",1
"Sandston, TX",1
"north bellmore, NY",1
"Norsborg, KY",1
"Montague, TX",1
"Mansfield Center, CO",1
"LOL, LA",1
"Suffiled, CT",1
"Marlboro Township, NJ",1
"centennial, CA",1
"Eugnene, OR",1
"Fort Garland, CO",1
"Fowblesburg, MD",1
"Lefors, TX",1
"LAGRANGE, KY",1
"AMES, IL",1
"MOUNTAIN HOME, AR",1
"Rockland, ID",1
"APO,AE, NV",1
"Gainevsille, FL",1
"Oaklad, CA",1
"yadkinville, NC",1
"Bad Windsheim, AK",1
"WOW, OK",1
"belmont, OH",1
"Woolwich, MA",1
"Jefferson, OK",1
"port neches, TX",1
"NEW MILFORD, NJ",1
"Claytonville, IL",1
"Waban, MD",1
"07621, NJ",1
"harrison, NH",1
"Monclova, OH",1
"MERIDIAN, ID",1
"MT Shasta, AZ",1
"no.massapequa, NY",1
"Southampton, NH",1
"Victoria, CA",1
"norton shores, MI",1
"Fairhaven, MD",1
"Coshocton, NY",1
"Westlake, NY",1
"Grand Ridge, IL",1
"crofton, MA",1
"Wilton, IA",1
"Tipton, OK",1
"Bogart, FL",1
"New Westminster, AK",1
"Suckit, CA",1
"mercer, PA",1
"MONROVIA, CA",1
"Springville, NH",1
"San Fransicso, CA",1
"Willow Springs, MO",1
"Willow Springs, MN",1
"Huson, MT",1
"Sure, PW",1
"Thornton, MT",1
"catasauqua, PA",1
"del rey, CA",1
"ST PETE BEACH, FL",1
"Robbins, IA",1
"Bethel, OK",1
"ST SIMONS ISLAND, GA",1
"Wainscott, NH",1
"1115 8th Avenue, IA",1
"Huntington Sta., NY",1
"Sunnyvale, FL",1
"Albequrque, FM",1
"mendon, OH",1
"Monroville, OR",1
"-, CA",1
"Argyle, FL",1
"the Bronx, NJ",1
"Menomonee falls, VI",1
"S. Plainfield, NJ",1
"Tamassee, SC",1
"Okayama, Japan, AK",1
"wilmington, CA",1
"JB, FL",1
"Sometown, AL",1
"roosevelt, UT",1
"Ely, IL",1
"Butte, ID",1
"Ely, IA",1
"high falls, NY",1
"Metlakatla, AK",1
"Bolton Valley, VT",1
"S. Orange, NJ",1
"riverside, IL",1
"BLAIRSVILLE, GA",1
"NORTH WEYMOUTH, MA",1
"huber hts, OH",1
"overland park, IN",1
"mundelein, IA",1
"Stokgolm, CA",1
"fairview, OH",1
"Midland City, IA",1
"as, IL",1
"dedham, MA",1
"Abingdon, MA",1
"osceola, VI",1
"HOLLY HILL, FL",1
"L.A. Btch, CA",1
"Arlington Heights, IN",1
"North Haledon, NC",1
"maple Shade, NJ",1
"nope, AK",1
"Fulton, MI",1
"ridgway, CA",1
"LAKE FOREST, IL",1
"nope, AZ",1
"Lincoln city, IN",1
"my city, NJ",1
"Spring House, PA",1
"Kiowa, CO",1
"Rolsyn, OK",1
"WAUKEGAN, IL",1
"Crockett, AZ",1
"Fakeington, OR",1
"Townsville, AL",1
"newton, IA",1
"Dobson, NC",1
"Anyplace, AZ",1
"Rogers, ME",1
"Beavertown, PA",1
"St. Germain, WI",1
"ballads, IN",1
"grand prairie, SD",1
"Doyline, LA",1
"Pineville, NM",1
"sunman, IN",1
"swainsboro, GA",1
"Pineville, NJ",1
"Webbers Falls, OK",1
"BLASTERWHAT?, AZ",1
"Greenfield, ID",1
"ESTHERVILLE, IA",1
"Moorhead,, MI",1
"Weirsdale, FL",1
"Livingston, NC",1
"Belleville, MO",1
"brunswick, LA",1
"Taylorsville, TX",1
"Pt. Pleasant, NJ",1
"lone Jack, MO",1
"athens, AK",1
"Taylorsville, TN",1
"Two or More Races, NY",1
"Peterson AFB, CO",1
"way, MI",1
"Brekeley, CA",1
"Massapequa, NJ",1
"Massapequa, NH",1
"glencoe, MN",1
"Karachi, PW",1
"Brooker, FL",1
"Tyndall AFB, DE",1
"City, AS",1
"olive branch, MS",1
"Evergreen, LA",1
"Mt. prospect, IL",1
"Oklahoma, OK",1
"everson, WA",1
"Burnet, SD",1
"Advance, NJ",1
"Phelps, KY",1
"Zigzag, OR",1
"Beverly Hillsd, CA",1
"Knoxville, PA",1
"MAYWOOD, IL",1
"ft collins, CA",1
"Goldsboro, TN",1
"Davisburg, ME",1
"Lanesboro, MN",1
"APO, MD",1
"APO, ME",1
"Emporium, PA",1
"Green Bay, WA",1
"american fork, TN",1
"Menahga, MN",1
"bradley, IL",1
"LaGrange, SD",1
"Sebree, KY",1
"mercer, OR",1
"Juanita, NE",1
"Penrose, NM",1
"Kokomo, ID",1
"Rockville centre, NY",1
"mecklenburg, NY",1
"fenton, MN",1
"so grafton, MA",1
"Moody AFB, GA",1
"Joyce, WA",1
"PULLMAN, WA",1
"Somerset, MD",1
"c, IL",1
"c, IN",1
"Stanford, AZ",1
"Ilion, NH",1
"Cape Carteret, NC",1
"corte madera, CA",1
"10804, NY",1
"suck it, WV",1
"Drayden, MD",1
"three rivers, MI",1
"Garneill, MS",1
"swansea, ID",1
"cross, SC",1
"Spray, OR",1
"elmendorf, TX",1
"college station, SD",1
"pITTSFORD, NJ",1
"IOLA, KS",1
"otsego, MN",1
"walpole, MA",1
"Harding, OK",1
"La Luz, NM",1
"kemmerer, WY",1
"Hove, NJ",1
"windham, NY",1
"Ennis, MO",1
"Jarrell, SD",1
"chama, NM",1
"Chaparral, NE",1
"W. Springfield, VA",1
"wellington, DE",1
"Salome, AZ",1
"armada, MI",1
"chappaqua, NY",1
"Belmont, VA",1
"Lower Sector, GA",1
"Rochelle, GA",1
"Colorado Spings, CO",1
"Sag harbor, NY",1
"Venice Beach, CA",1
"Clarksburg, PA",1
"Galliano, LA",1
"la pine, OR",1
"paris - FRANCE, AK",1
"HEMPSTEAD, NH",1
"el campo texas 77437, TX",1
"ELIZABETHTOWN, PA",1
"Sawyer, KS",1
"-----, FL",1
"New Millport, PA",1
"Park Fiorest, ID",1
"boynton beach, DE",1
"Cunningham, TN",1
"Butler, WI",1
"Hometown, CT",1
"Otter Lake, MI",1
"whatever, AZ",1
"Weston, MN",1
"STAHP, WA",1
"North Woodmere, NY",1
"Cityville, AK",1
"Cooper City, DE",1
"Laguna Beach, AZ",1
"Canada, DC",1
"Rancho Santa Mararita, CA",1
"Homer Glen, ID",1
"Homer Glen, IA",1
"fond du la, WI",1
"Langley, SC",1
"Burr, NE",1
"Clyde, NV",1
"Somewhere, DC",1
"CHESTER, VT",1
"Ft Rucker, AL",1
"hugo, OK",1
"SPENCER, WV",1
"atlantic beach, NM",1
"WINTERS, CA",1
"Clyde, NJ",1
"woodbine, GA",1
"H V, PA",1
"The United Kingdom, represente, NY",1
"San Fafael, CA",1
"Scotland, SD",1
"Narnia, SD",1
"Moscow, IN",1
"Silverton, OK",1
"NEW PALTZ, NH",1
"richlands hwy, NC",1
"Monterrey, CA",1
"NEW PALTZ, NY",1
"Monroe, VA",1
"*, WA",1
"enola, OR",1
"Portersville, PA",1
"Hudswell, WI",1
"Mosier, OK",1
"Dayton, OH, OH",1
"Humboldt, KS",1
"Bayers, CO",1
"Avon Lake, NY",1
"NorrkÌ¦ping, AL",1
"Avon Lake, NV",1
"Loleta, AZ",1
"Waleska, FL",1
"Delton, ME",1
"cedar Rapids, IN",1
"Brest, France, WY",1
"On the Internet, WA",1
"litchfield, IL",1
"Rosendale, NJ",1
"afatone, AS",1
"Reason, AK",1
"amgler, PA",1
"Newtown square, PA",1
"Zarephath, NJ",1
"Brodhead, KY",1
"Ivanhoe, SD",1
"MERCEDES, TX",1
"S, GA",1
"St Clair, MO",1
"Indilantic, FL",1
"mountain home, NC",1
"Cicero, IA",1
"circle, MT",1
"Thanks, OK",1
"Notacity, GU",1
"heath, OH",1
"matamoras, PA",1
"Harwood, SD",1
"Wayne County, MI",1
"st. joseph, MI",1
"Gibson City, ID",1
"Salt LAke, UT",1
"Fork Union, VA",1
"indy, IN",1
"Aarhus C, HI",1
"WASHINGTON, IN",1
"MOORPARK, CA",1
"Deltaville, VA",1
"MORTON, PA",1
"north springfield, VT",1
"bloomingdale, MI",1
"BUCYRUS, KS",1
"Cranston, PR",1
"Lucas, SD",1
"Mayville, NJ",1
"Glen Carbon, ID",1
"Seabrook, SC",1
"Spirit Lake, IN",1
"Yarmouth, MA",1
"Paeonian Springs, VA",1
"Silver Cliff, CO",1
"Derby Line, VT",1
"Yonkers, NH",1
"Jacksonvuille, FL",1
"Chicago Heights, ID",1
"Albuqueqrue, NM",1
"Quinton, TX",1
"FREDERICK, MD",1
"Poop, CA",1
"Indepedence, MO",1
"Suagus, CA",1
"Beaufort, MO",1
"nultey, NJ",1
"elkriver, MN",1
"Saint Edward, NE",1
"Locust Grove, OK",1
"Another place, CA",1
"fisher, MN",1
"MASSILLON, OH",1
"Warrenton, GA",1
"Clearlwater, FL",1
"Charlevoix, ME",1
"patson, NJ",1
"hoston, TX",1
"monte rio, AZ",1
"APO, AE, DC",1
"mount horeb, WI",1
"Montreal, DE",1
"Gap Mills, VT",1
"YourMom, AK",1
"LANSING, NY",1
"sahuarita, AZ",1
"Lookout, CA",1
"vIRGINIA BEACH, VA",1
"BREWER, ME",1
"Temple, ME",1
"Sunset Valley, TX",1
"collinsville, OK",1
"Persia, IA",1
"Mankite, IL",1
"SOuthbury, CT",1
"University heights, OH",1
"wdm, IA",1
"granite city, IA",1
"lighthouse point, FL",1
"Bedford, NC",1
"OAKLAND GARDENS, NY",1
"Fort Salonga, NY",1
"Glasgow, MN",1
"Raleigh,, NM",1
"Gelndale, CA",1
"Raleigh,, NC",1
"Cortland,, NY",1
"Washington, D.C., MD",1
"Silver Lake, NY",1
"Emerson pl, NY",1
"Parkers Prairie, ME",1
"N Kingstown, RI",1
"Hornbeck, LA",1
"Beaufort, PR",1
"SHERIDAN, OR",1
"pontotoc, MS",1
"portstlucie, FL",1
"belle harbor, NY",1
"Poridge, CA",1
"st. pete, FL",1
"any, NY",1
"Paskov, WI",1
"JOHNS CREEK, GA",1
"Boutte, KY",1
"Romulus, NJ",1
"Philadelphia, NH",1
"Santa cruzz, CA",1
"Thousand Oaks, AZ",1
"west melbourne, FL",1
"Sanborn, NJ",1
"Caorl Stream, IL",1
"ft myers beach, FL",1
"Shillington or Reading, OR",1
"Sanborn, NY",1
"Vpolga, SD",1
"windber, PA",1
"SAYLORSBURG, PA",1
"New Kensington, OK",1
"WATERVLIET, NY",1
"Edwardsport, IN",1
"Coral dprings, FL",1
"Peoria HTs, ID",1
"Oregon city, OH",1
"N. Las, NH",1
"Utrecht, DE",1
"leicester, NC",1
"glen saint mary, DE",1
"runaway bay, TX",1
"sidney, NY",1
"marianna, FL",1
"Hamburg, OK",1
"LAKE HELEN, FL",1
"NO, AK",1
"santa fe springs, CA",1
"Worcester, CA",1
"Kirkwod, MO",1
"Crozier, TX",1
"Anderwelt, CA",1
"EAGAN, MN",1
"Clermont,, GA",1
"Dalton, MO",1
"Prineville, OH",1
"UNITED KINGDOM, AK",1
"UNIONTOWN, OH",1
"farmington, IL",1
"Hobart, TN",1
"Bogata, SD",1
"Nocity, DE",1
"Pocahontas, TN",1
"Avalon, NJ",1
"Newsten, IL",1
"prichard, WV",1
"staughn, IN",1
"Tampere, UT",1
"Mt Dora, DE",1
"watertown, WI",1
"agoura, CA",1
"Ludlow, IL",1
"Prince George, WA",1
"Roll, AZ",1
"ephrata, PA",1
"Okhlahoma, OK",1
"New Hazelton, CO",1
"Chestefield, MO",1
"Lake Harmony, PA",1
"lakeport, CA",1
"ocean city, MD",1
"Sex, TX",1
"BURLINGTON, IA",1
"Algonqin, ID",1
"Woronora, PA",1
"Los Angleos, CA",1
"North Fond du Lac, VI",1
"Des plaines, IL",1
"Houston ,TX 77040, TX",1
"Island Pond, VT",1
"TARZANA, CA",1
"Duncan, RI",1
"LA GRANGE, KY",1
"new Hyde park, NY",1
"Cape Fair, MO",1
"Wellington, OH, OH",1
"Polo, IL",1
"brooklyn park, ME",1
"Nopeville, KY",1
"Glen Alllen, VA",1
"S. Barbara, CA",1
"SAINT LOUIS PARK, MN",1
"SALISBURY, NC",1
"Red Oak, IL",1
"warr acres, OK",1
"Gand Forks, ND",1
"South Coral Springs, FL",1
"Hartington, NE",1
"Gotham, NC",1
"lutherville, MD",1
"Land O' Lakes, AK",1
"west linn, OK",1
"S. Dartmouth, MA",1
"El Cajone, CA",1
"Besties4ever, DC",1
"Tours, NY",1
"Subiaco, AR",1
"bushwood md., MD",1
"Laura, OH",1
"summit ville, ID",1
"Rosston, TX",1
"VB, VA",1
"APACHE JUNCTION, AZ",1
"Mooreland, IN",1
"DAHINDA, IL",1
"HANOVER, NH",1
"RIO vista, CA",1
"103 Maple St, NY",1
"CANADA, ME",1
"This is a scam to scare people, OH",1
"Seeattle, WA",1
"MORETOWN, VT",1
"OWENSBORO, KS",1
"Waverly, KS",1
"wilkes barre, PA",1
"Dunn, NM",1
"Townville, NY",1
"Excello, MO",1
"SAVOY, IL",1
"Fredon, NJ",1
"Kansasville, WI",1
"Lowell, OH",1
"dallas, LA",1
"BHILAI, MA",1
"Oak Harbor, VI",1
"PORT WASHINGTON, NY",1
"Houtson, TX",1
"HARRISONVILLE, MO",1
"New bedford, MA",1
"Atlana, GA",1
"W Palm Beach, FL",1
"Hood river, OR",1
"Eagar, AR",1
"clarkston, GA",1
"Riverdale Park, MA",1
"Riverdale Park, MD",1
"St.peters, MO",1
"dulles, VA",1
"champaign, LA",1
"osceola, IN",1
"Auckland, KY",1
"PLEASANT GRV, UT",1
"St Louis park, MN",1
"fort worth, TN",1
"Daleville, IN",1
"robbinsville, NC",1
"WAHIAWA, HI",1
"WESTERLO, NJ",1
"Bedford Hills, NY",1
"Naugatuck, CO",1
"NORTH MAIMI BEACH, FL",1
"MALDEN, MA",1
"Hereford, TX",1
"swag, VA",1
"palmetto bay, FL",1
"yulee, FL",1
"Dickson City, OK",1
"Tecom, FL",1
"Nut Plains, SC",1
"bluebell, PA",1
"wattsburg, PA",1
"Attall, AL",1
"NEW LONDON, WI",1
"Ddd, CA",1
"http://www.itok.net/completed-, TX",1
"The Bronx, NH",1
"sandy utah, UT",1
"Gladwin, ME",1
"Campton, KY",1
"Litchfield, NV",1
"Inflorida, FL",1
"sandycreek, NY",1
"Damon, SD",1
"HILTON HEAD ISLAND, SC",1
"Altha, FL",1
"Stone Mtn, GA",1
"rolling hills, CA",1
"theinternet, WA",1
"st peters, MO",1
"Mount Dora, DE",1
"SAGINAW, MI",1
"North Swanzey, NH",1
"Martin, KS",1
"Winston, OK",1
"Wyckoff, NC",1
"Universal City, CA",1
"somis, CA",1
"Belton Mo, MO",1
"Oakhurst, AZ",1
"rowe, MA",1
"Northborough, MD",1
"Mcgregor, MN",1
"Rancho Murieta, AZ",1
"gatlinburg, SC",1
"De Queen, AR",1
"Comstock Park, ME",1
"port orford, OR",1
"Lower Lake, AZ",1
"colubus, OH",1
"blue point, NY",1
"fghfgh, AZ",1
"Lynbrook, NJ",1
"tyngsborogh, MA",1
"Mounds, WI",1
"Howe, OK",1
"MOUNT KISCO, NY",1
"Franklinton, NM",1
"Franklinton, NJ",1
"Los Angeles, AR",1
"Mirabel, Quebec, Canada, AK",1
"Santa C, CA",1
"d'iberville, MS",1
"ANDOVER, NJ",1
"Riyadh, IN",1
"Appletown, CT",1
"NORTH SYRACUSE, NY",1
"Brooks, CA",1
"Mt vernon, NY",1
"Roesonia, PA",1
"Corpus Cristi, TX",1
"catskill, NY",1
"Bloomingdale, CA",1
"LAncaster, PA",1
"diberville, MS",1
"Liberty, NJ",1
"Itasca, ID",1
"Allenton, MO",1
"Itasca, IA",1
"Newyon, MA",1
"FT MYERS, FL",1
"Okemah, OK",1
"F.V.,NC, NM",1
"port washington, NE",1
"Arcosanti, AL",1
"Glen Campbell, PA",1
"Waaycross, GA",1
"Oklahoma CITY, OK",1
"norwalk, OH",1
"DERBY, CT",1
"Ewing, ND",1
"Beech Creek, KY",1
"Pittsville, WI",1
"Highland, WI",1
"Timisoara, AZ",1
"New yok, NY",1
"covington, GA",1
"Def, DE",1
"oxford, AK",1
"archer city, TX",1
"Kylertown, PA",1
"Westtown, PA",1
"Three Rocks, OR",1
"mantua, NJ",1
"buxton, LA",1
"NA, CA",1
"East Troy, VT",1
"NA, CO",1
"ewing, ND",1
"East Troy, VI",1
"NORTH MIAMI BEACH, FL",1
"Mount Sterling, IL",1
"Lake Mary, DE",1
"Renwick, IA",1
"windy, KS",1
"Port Huron Twp., MI",1
"Carmine,Texas, TX",1
"rush city, MN",1
"Winston- salem, NC",1
"ANON, AK",1
